template,seed,entity_id,entity_idx,period_idx,fact_table,metric,distribution,trajectory_position,predicted_center,envelope_sigma,observed,deviation,deviation_in_sigma
saas,1000,c-003,2,17,fct_engagement,engagement,beta,0.15,0.15,0.15989513464027807,0.1348317783323235,-0.015168221667676507,-0.09486355980625058
saas,1000,c-002,1,3,fct_engagement,engagement,beta,0.05609435321189419,0.05609435321189419,0.15974376520787378,0.10344152505901151,0.04734717184711732,0.2963944901730886
saas,1000,c-002,1,2,fct_engagement,engagement,beta,0.03311106455804438,0.03311106455804438,0.1597277212575296,0.1409760845213174,0.10786501996327302,0.6753055707178208
saas,1000,c-002,1,14,fct_engagement,engagement,beta,0.6740048450937879,0.6740048450937879,0.1632357510156933,0.45083857968154406,-0.22316626541224382,-1.367140862364084
saas,1000,c-003,2,20,fct_engagement,engagement,beta,0.15,0.15,0.15989513464027807,0.34886303636570604,0.19886303636570604,1.2437091148088744
saas,1000,c-002,1,16,fct_engagement,engagement,beta,0.7915009637473939,0.7915009637473939,0.16454904594273798,0.6443966905055406,-0.14710427324185327,-0.8939843582748248
saas,1000,c-001,0,12,fct_engagement,engagement,beta,1.0,1.0,0.1673624930551426,0.8435241739491001,-0.15647582605089994,-0.9349515724490568
saas,1000,c-001,0,8,fct_engagement,engagement,beta,0.9747669358329719,0.9747669358329719,0.16698991146058992,1.0,0.025233064167028085,0.15110532095217716
saas,1000,c-003,2,10,fct_engagement,engagement,beta,0.15,0.15,0.15989513464027807,0.24803724832253451,0.09803724832253452,0.6131346556797522
saas,1000,c-001,0,6,fct_engagement,engagement,beta,0.8756998418272638,0.8756998418272638,0.16561198511603378,0.7298356009281067,-0.14586424089915706,-0.8807589667919219
saas,1000,c-002,1,23,fct_engagement,engagement,beta,1.0,1.0,0.1673624930551426,0.8369736178550233,-0.16302638214497667,-0.9740915014409036
saas,1000,c-003,2,8,fct_engagement,engagement,beta,0.15,0.15,0.15989513464027807,0.23350452443130612,0.08350452443130613,0.5222455618750959
saas,1000,c-002,1,2,fct_engagement,engagement,beta,0.03311106455804438,0.03311106455804438,0.1597277212575296,0.1409760845213174,0.10786501996327302,0.6753055707178208
saas,1000,c-001,0,6,fct_engagement,engagement,beta,0.8756998418272638,0.8756998418272638,0.16561198511603378,0.7298356009281067,-0.14586424089915706,-0.8807589667919219
saas,1000,c-003,2,13,fct_engagement,engagement,beta,0.15,0.15,0.15989513464027807,0.0364590097938194,-0.1135409902061806,-0.7100965921296974
saas,1000,c-003,2,22,fct_engagement,engagement,beta,0.15,0.15,0.15989513464027807,0.0,-0.15,-0.9381148484440159
saas,1000,c-003,2,4,fct_engagement,engagement,beta,0.15,0.15,0.15989513464027807,0.0,-0.15,-0.9381148484440159
saas,1000,c-001,0,0,fct_engagement,engagement,beta,0.0,0.0,0.1673624930551426,0.21138994716289491,0.21138994716289491,1.2630664332494506
saas,1000,c-001,0,20,fct_engagement,engagement,beta,0.2,0.2,0.1600318845781448,0.2124251785522575,0.012425178552257499,0.07764189358271406
saas,1000,c-002,1,18,fct_engagement,engagement,beta,0.8811155012125662,0.8811155012125662,0.16568378133609016,0.8451098649530386,-0.036005636259527574,-0.21731539423578225
saas,1000,c-001,0,13,fct_engagement,engagement,beta,1.0,1.0,0.1673624930551426,1.0,0.0,0.0
saas,1000,c-002,1,16,fct_engagement,engagement,beta,0.7915009637473939,0.7915009637473939,0.16454904594273798,0.6443966905055406,-0.14710427324185327,-0.8939843582748248
saas,1000,c-003,2,5,fct_engagement,engagement,beta,0.15,0.15,0.15989513464027807,0.07432251601124742,-0.07567748398875257,-0.4732944761515538
saas,1000,c-001,0,13,fct_engagement,engagement,beta,1.0,1.0,0.1673624930551426,1.0,0.0,0.0
saas,1000,c-003,2,17,fct_engagement,engagement,beta,0.15,0.15,0.15989513464027807,0.1348317783323235,-0.015168221667676507,-0.09486355980625058
saas,1000,c-001,0,5,fct_engagement,engagement,beta,0.7514383155053093,0.7514383155053093,0.16407880099713157,0.7897122558398377,0.03827394033452847,0.23326560227117685
saas,1000,c-002,1,17,fct_engagement,engagement,beta,0.8398839988566228,0.8398839988566228,0.16514756101883896,0.5909321145398996,-0.24895188431672322,-1.507451171430406
saas,1000,c-003,2,21,fct_engagement,engagement,beta,0.15,0.15,0.15989513464027807,0.26497911498533666,0.11497911498533667,0.7190907668579747
saas,1000,c-002,1,1,fct_engagement,engagement,beta,0.014668969973657702,0.014668969973657702,0.15972082528065298,0.36602078873159827,0.3513518187579406,2.1997871482354525
saas,1000,c-001,0,20,fct_engagement,engagement,beta,0.2,0.2,0.1600318845781448,0.2124251785522575,0.012425178552257499,0.07764189358271406
saas,1000,c-001,0,4,fct_engagement,engagement,beta,0.5623254143086189,0.5623254143086189,0.16217499425181447,0.5686054769056148,0.006280062596995872,0.038723988405047274
saas,1000,c-002,1,21,fct_engagement,engagement,beta,0.9668889354419555,0.9668889354419555,0.16687537150620177,0.9347668227433088,-0.03212211269864673,-0.19249163258014346
saas,1000,c-001,0,9,fct_engagement,engagement,beta,0.9894123333202318,0.9894123333202318,0.1672051015817045,1.0,0.010587666679768182,0.06332143325539942
saas,1000,c-003,2,20,fct_engagement,engagement,beta,0.15,0.15,0.15989513464027807,0.34886303636570604,0.19886303636570604,1.2437091148088744
saas,1000,c-003,2,11,fct_engagement,engagement,beta,0.15,0.15,0.15989513464027807,0.12139955362498259,-0.028600446375017408,-0.17887002277687108
saas,1000,c-003,2,12,fct_engagement,engagement,beta,0.15,0.15,0.15989513464027807,0.5525431306901679,0.4025431306901679,2.517544586930577
saas,1000,c-002,1,9,fct_engagement,engagement,beta,0.325995154906212,0.325995154906212,0.160548703464676,0.494863460918883,0.168868306012671,1.0518198052581937
saas,1000,c-002,1,18,fct_engagement,engagement,beta,0.8811155012125662,0.8811155012125662,0.16568378133609016,0.8451098649530386,-0.036005636259527574,-0.21731539423578225
saas,1000,c-003,2,9,fct_engagement,engagement,beta,0.15,0.15,0.15989513464027807,0.0,-0.15,-0.9381148484440159
saas,1000,c-001,0,16,fct_engagement,engagement,beta,0.2,0.2,0.1600318845781448,0.2688110762265725,0.06881107622657251,0.42998353989246146
saas,1000,c-003,2,11,fct_engagement,engagement,beta,0.15,0.15,0.15989513464027807,0.12139955362498259,-0.028600446375017408,-0.17887002277687108
saas,1000,c-001,0,6,fct_engagement,engagement,beta,0.8756998418272638,0.8756998418272638,0.16561198511603378,0.7298356009281067,-0.14586424089915706,-0.8807589667919219
saas,1000,c-002,1,18,fct_engagement,engagement,beta,0.8811155012125662,0.8811155012125662,0.16568378133609016,0.8451098649530386,-0.036005636259527574,-0.21731539423578225
saas,1000,c-003,2,2,fct_engagement,engagement,beta,0.15,0.15,0.15989513464027807,0.0,-0.15,-0.9381148484440159
saas,1000,c-001,0,22,fct_engagement,engagement,beta,0.2,0.2,0.1600318845781448,0.34030982388092,0.14030982388092,0.8767616794039917
saas,1000,c-002,1,19,fct_engagement,engagement,beta,0.9155739460932182,0.9155739460932182,0.16615021278513134,0.815891696823015,-0.0996822492702032,-0.5999525826615353
saas,1000,c-001,0,21,fct_engagement,engagement,beta,0.2,0.2,0.1600318845781448,0.08719762016655873,-0.11280237983344128,-0.704874407564444
saas,1000,c-001,0,12,fct_engagement,engagement,beta,1.0,1.0,0.1673624930551426,0.8435241739491001,-0.15647582605089994,-0.9349515724490568
saas,1000,c-002,1,4,fct_engagement,engagement,beta,0.08442605390678178,0.08442605390678178,0.15977491504638122,0.2114820150466655,0.1270559611398837,0.7952184553063321
saas,1000,c-001,0,11,fct_engagement,engagement,beta,0.9987571505593219,0.9987571505593219,0.16734393833095987,0.7650144392654381,-0.2337427112938838,-1.3967802695763356
saas,1000,c-002,1,12,fct_engagement,engagement,beta,0.5359748167559216,0.5359748167559216,0.16195177242662093,0.6163205933064784,0.08034577655055675,0.49610927590780635
saas,1000,c-003,2,17,fct_engagement,engagement,beta,0.15,0.15,0.15989513464027807,0.1348317783323235,-0.015168221667676507,-0.09486355980625058
saas,1000,c-003,2,17,fct_engagement,engagement,beta,0.15,0.15,0.15989513464027807,0.1348317783323235,-0.015168221667676507,-0.09486355980625058
saas,1000,c-001,0,0,fct_engagement,feature_adoption,beta,0.0,0.0,0.1819677028979571,0.0,0.0,0.0
saas,1000,c-003,2,1,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.0,-0.15,-0.8565348297687081
saas,1000,c-003,2,23,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.34995191425107036,0.19995191425107037,1.1417718588997858
saas,1000,c-002,1,1,fct_engagement,feature_adoption,beta,0.014668969973657702,0.014668969973657702,0.17496509035993268,0.0,-0.014668969973657702,-0.08383941015594115
saas,1000,c-002,1,2,fct_engagement,feature_adoption,beta,0.03311106455804438,0.03311106455804438,0.1749713855304621,0.035783692804650026,0.002672628246605649,0.015274658987828331
saas,1000,c-001,0,2,fct_engagement,feature_adoption,beta,0.1693694525681882,0.1693694525681882,0.1751683759318939,0.484021109987497,0.3146516574193088,1.796281182293124
saas,1000,c-001,0,20,fct_engagement,feature_adoption,beta,0.2,0.2,0.17524909385774062,0.21407537998667087,0.014075379986670855,0.08031642091169167
saas,1000,c-003,2,11,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.21337520324391554,0.06337520324391555,0.36188712614722984
saas,1000,c-002,1,21,fct_engagement,feature_adoption,beta,0.9668889354419555,0.9668889354419555,0.18151977972567998,0.5984204794516227,-0.36846845599033284,-2.0299080163449803
saas,1000,c-001,0,9,fct_engagement,feature_adoption,beta,0.9894123333202318,0.9894123333202318,0.18182295457745332,0.9243749392592578,-0.06503739406097397,-0.3576962777451139
saas,1000,c-003,2,22,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.23221640123191362,0.08221640123191362,0.4694747415558196
saas,1000,c-002,1,14,fct_engagement,feature_adoption,beta,0.6740048450937879,0.6740048450937879,0.17817954772078623,0.6895706177413756,0.015565772647587739,0.08736004129935196
saas,1000,c-002,1,13,fct_engagement,feature_adoption,beta,0.606719153044591,0.606719153044591,0.1775739711349528,0.46402864876402067,-0.14269050428057034,-0.80355529230198
saas,1000,c-002,1,3,fct_engagement,feature_adoption,beta,0.05609435321189419,0.05609435321189419,0.17498603184001527,0.0,-0.05609435321189419,-0.32056474806617513
saas,1000,c-001,0,18,fct_engagement,feature_adoption,beta,0.2,0.2,0.17524909385774062,0.06117763493222604,-0.13882236506777396,-0.7921431261748134
saas,1000,c-002,1,2,fct_engagement,feature_adoption,beta,0.03311106455804438,0.03311106455804438,0.1749713855304621,0.035783692804650026,0.002672628246605649,0.015274658987828331
saas,1000,c-002,1,8,fct_engagement,feature_adoption,beta,0.26399164696839517,0.26399164696839517,0.17546074738280326,0.20940723242992967,-0.05458441453846549,-0.3110918843824283
saas,1000,c-002,1,20,fct_engagement,feature_adoption,beta,0.9439056467881055,0.9439056467881055,0.18121710618221273,0.9580411442969173,0.014135497508811823,0.07800310802115261
saas,1000,c-003,2,8,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.0,-0.15,-0.8565348297687081
saas,1000,c-003,2,2,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.07365364057351009,-0.0763463594264899,-0.4359554398321942
saas,1000,c-001,0,20,fct_engagement,feature_adoption,beta,0.2,0.2,0.17524909385774062,0.21407537998667087,0.014075379986670855,0.08031642091169167
saas,1000,c-001,0,21,fct_engagement,feature_adoption,beta,0.2,0.2,0.17524909385774062,0.15287206521111568,-0.04712793478888433,-0.26891970595374765
saas,1000,c-003,2,7,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.10764506033603896,-0.04235493966396103,-0.24185654023289843
saas,1000,c-003,2,2,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.07365364057351009,-0.0763463594264899,-0.4359554398321942
saas,1000,c-001,0,11,fct_engagement,feature_adoption,beta,0.9987571505593219,0.9987571505593219,0.1819506375708605,1.0,0.0012428494406780954,0.006830695716546027
saas,1000,c-003,2,5,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.0,-0.15,-0.8565348297687081
saas,1000,c-002,1,11,fct_engagement,feature_adoption,beta,0.46402518324407804,0.46402518324407804,0.17649516515947664,0.3649509690043526,-0.09907421423972546,-0.5613423696349101
saas,1000,c-002,1,8,fct_engagement,feature_adoption,beta,0.26399164696839517,0.26399164696839517,0.17546074738280326,0.20940723242992967,-0.05458441453846549,-0.3110918843824283
saas,1000,c-001,0,0,fct_engagement,feature_adoption,beta,0.0,0.0,0.1819677028979571,0.0,0.0,0.0
saas,1000,c-003,2,13,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.3374261948124931,0.1874261948124931,1.07024709245277
saas,1000,c-003,2,4,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.10309727890381806,-0.04690272109618193,-0.2678254281987159
saas,1000,c-003,2,3,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.03294541478736935,-0.11705458521263065,-0.6684088614583156
saas,1000,c-003,2,4,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.10309727890381806,-0.04690272109618193,-0.2678254281987159
saas,1000,c-003,2,19,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.3375909458716241,0.1875909458716241,1.0711878592553499
saas,1000,c-003,2,15,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.1901206491248787,0.0401206491248787,0.2290982224559203
saas,1000,c-002,1,10,fct_engagement,feature_adoption,beta,0.3932808469554087,0.3932808469554087,0.1760651000607846,0.22718479248211512,-0.1660960544732936,-0.9433786390144935
saas,1000,c-002,1,1,fct_engagement,feature_adoption,beta,0.014668969973657702,0.014668969973657702,0.17496509035993268,0.0,-0.014668969973657702,-0.08383941015594115
saas,1000,c-001,0,23,fct_engagement,feature_adoption,beta,0.2,0.2,0.17524909385774062,0.07636764496521284,-0.12363235503478717,-0.7054664438673012
saas,1000,c-001,0,20,fct_engagement,feature_adoption,beta,0.2,0.2,0.17524909385774062,0.21407537998667087,0.014075379986670855,0.08031642091169167
saas,1000,c-001,0,20,fct_engagement,feature_adoption,beta,0.2,0.2,0.17524909385774062,0.21407537998667087,0.014075379986670855,0.08031642091169167
saas,1000,c-001,0,8,fct_engagement,feature_adoption,beta,0.9747669358329719,0.9747669358329719,0.18162508457242954,0.7207587924465436,-0.2540081433864283,-1.3985300763074575
saas,1000,c-001,0,21,fct_engagement,feature_adoption,beta,0.2,0.2,0.17524909385774062,0.15287206521111568,-0.04712793478888433,-0.26891970595374765
saas,1000,c-001,0,7,fct_engagement,feature_adoption,beta,0.9425866040592635,0.9425866040592635,0.18119994112399462,0.7972531703578924,-0.14533343370137108,-0.8020611529996018
saas,1000,c-003,2,19,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.3375909458716241,0.1875909458716241,1.0711878592553499
saas,1000,c-003,2,18,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.18082447057729442,0.030824470577294427,0.17601488439088955
saas,1000,c-001,0,7,fct_engagement,feature_adoption,beta,0.9425866040592635,0.9425866040592635,0.18119994112399462,0.7972531703578924,-0.14533343370137108,-0.8020611529996018
saas,1000,c-003,2,16,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.415211610009747,0.265211610009747,1.514419874882558
saas,1000,c-003,2,17,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.11504271210913039,-0.034957287890869604,-0.19961423088521146
saas,1000,c-002,1,3,fct_engagement,feature_adoption,beta,0.05609435321189419,0.05609435321189419,0.17498603184001527,0.0,-0.05609435321189419,-0.32056474806617513
saas,1000,c-002,1,2,fct_engagement,feature_adoption,beta,0.03311106455804438,0.03311106455804438,0.1749713855304621,0.035783692804650026,0.002672628246605649,0.015274658987828331
saas,1000,c-002,1,14,fct_engagement,feature_adoption,beta,0.6740048450937879,0.6740048450937879,0.17817954772078623,0.6895706177413756,0.015565772647587739,0.08736004129935196
saas,1000,c-003,2,20,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.4076812756377339,0.2576812756377339,1.4714199170863331
saas,1000,c-002,1,16,fct_engagement,feature_adoption,beta,0.7915009637473939,0.7915009637473939,0.1793834700773508,0.7831324416867288,-0.008368522060665073,-0.04665157863796779
saas,1000,c-001,0,12,fct_engagement,feature_adoption,beta,1.0,1.0,0.1819677028979571,0.8051387195611279,-0.19486128043887208,-1.070856406579718
saas,1000,c-001,0,8,fct_engagement,feature_adoption,beta,0.9747669358329719,0.9747669358329719,0.18162508457242954,0.7207587924465436,-0.2540081433864283,-1.3985300763074575
saas,1000,c-003,2,10,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.2519729895374477,0.10197298953744768,0.58228944822976
saas,1000,c-001,0,6,fct_engagement,feature_adoption,beta,0.8756998418272638,0.8756998418272638,0.18035900429532184,1.0,0.12430015817273621,0.6891818828696001
saas,1000,c-002,1,23,fct_engagement,feature_adoption,beta,1.0,1.0,0.1819677028979571,0.9845358725259771,-0.015464127474022926,-0.08498281413540082
saas,1000,c-003,2,8,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.0,-0.15,-0.8565348297687081
saas,1000,c-002,1,2,fct_engagement,feature_adoption,beta,0.03311106455804438,0.03311106455804438,0.1749713855304621,0.035783692804650026,0.002672628246605649,0.015274658987828331
saas,1000,c-001,0,6,fct_engagement,feature_adoption,beta,0.8756998418272638,0.8756998418272638,0.18035900429532184,1.0,0.12430015817273621,0.6891818828696001
saas,1000,c-003,2,13,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.3374261948124931,0.1874261948124931,1.07024709245277
saas,1000,c-003,2,22,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.23221640123191362,0.08221640123191362,0.4694747415558196
saas,1000,c-003,2,4,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.10309727890381806,-0.04690272109618193,-0.2678254281987159
saas,1000,c-001,0,0,fct_engagement,feature_adoption,beta,0.0,0.0,0.1819677028979571,0.0,0.0,0.0
saas,1000,c-001,0,20,fct_engagement,feature_adoption,beta,0.2,0.2,0.17524909385774062,0.21407537998667087,0.014075379986670855,0.08031642091169167
saas,1000,c-002,1,18,fct_engagement,feature_adoption,beta,0.8811155012125662,0.8811155012125662,0.1804249323518007,0.8724710226025982,-0.008644478609967976,-0.04791177415055132
saas,1000,c-001,0,13,fct_engagement,feature_adoption,beta,1.0,1.0,0.1819677028979571,1.0,0.0,0.0
saas,1000,c-002,1,16,fct_engagement,feature_adoption,beta,0.7915009637473939,0.7915009637473939,0.1793834700773508,0.7831324416867288,-0.008368522060665073,-0.04665157863796779
saas,1000,c-003,2,5,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.0,-0.15,-0.8565348297687081
saas,1000,c-001,0,13,fct_engagement,feature_adoption,beta,1.0,1.0,0.1819677028979571,1.0,0.0,0.0
saas,1000,c-003,2,17,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.11504271210913039,-0.034957287890869604,-0.19961423088521146
saas,1000,c-001,0,5,fct_engagement,feature_adoption,beta,0.7514383155053093,0.7514383155053093,0.178952210807754,0.5948928587950897,-0.15654545671021958,-0.8747891741801072
saas,1000,c-002,1,17,fct_engagement,feature_adoption,beta,0.8398839988566228,0.8398839988566228,0.17993264775131185,1.0,0.1601160011433772,0.8898663091129322
saas,1000,c-003,2,21,fct_engagement,feature_adoption,beta,0.15,0.15,0.1751242270445731,0.27168644615204446,0.12168644615204446,0.6948578629333365
saas,1000,c-002,1,1,fct_engagement,feature_adoption,beta,0.014668969973657702,0.014668969973657702,0.17496509035993268,0.0,-0.014668969973657702,-0.08383941015594115
saas,1000,c-001,0,20,fct_engagement,feature_adoption,beta,0.2,0.2,0.17524909385774062,0.21407537998667087,0.014075379986670855,0.08031642091169167
saas,1000,c-001,0,4,fct_engagement,feature_adoption,beta,0.5623254143086189,0.5623254143086189,0.1772082661077146,0.44051202283721697,-0.12181339147140197,-0.6874024228495001
saas,1000,c-002,1,21,fct_engagement,feature_adoption,beta,0.9668889354419555,0.9668889354419555,0.18151977972567998,0.5984204794516227,-0.36846845599033284,-2.0299080163449803
saas,1000,c-001,0,9,fct_engagement,feature_adoption,beta,0.9894123333202318,0.9894123333202318,0.18182295457745332,0.9243749392592578,-0.06503739406097397,-0.3576962777451139
